	Valence	Arousal	Dominance
persecución	     2.669	     6.595	     3.586
persona	     5.534	     5.528	     4.967
perversión	     2.068	     6.446	     3.593
perverso	     2.408	     6.383	     3.699
pervertido	     1.728	     6.734	     3.330
pesar	     3.809	     4.506	     4.639
pesaroso	     3.169	     4.369	     4.265
pescado	     5.178	     4.511	     5.236
pescador	     5.163	     4.707	     5.055
pesimismo	     1.921	     5.156	     3.281
pesimista	     1.710	     5.929	     3.122
peste	     2.147	     5.473	     3.997
petróleo	     2.890	     5.450	     3.897
pezón	     5.544	     4.603	     5.287
piano	     7.094	     5.212	     5.322
picaresca	     6.054	     5.159	     5.446
piedra	     4.498	     4.479	     5.124
piel	     5.471	     4.444	     5.380
pieza	     5.096	     4.318	     5.167
pijama	     6.615	     4.694	     5.454
pila	     4.704	     4.624	     4.941
piloto	     5.837	     5.369	     4.941
pincel	     6.057	     4.902	     5.343
pinchazo	     2.330	     6.003	     3.627
pincho	     4.852	     5.299	     4.879
pingüino	     6.960	     5.393	     5.593
pino	     5.899	     4.802	     5.290
pinta	     5.629	     4.751	     5.208
pintor	     6.116	     4.731	     5.251
pintora	     6.616	     4.701	     5.436
pintura	     6.252	     5.517	     5.250
pinza	     4.837	     4.388	     5.187
piojo	     2.094	     5.469	     4.062
piojos	     2.201	     5.516	     4.018
pipa	     5.566	     4.516	     5.405
pirata	     5.092	     5.489	     4.652
pirómano	     2.151	     6.577	     3.412
pirotecnia	     6.153	     5.778	     4.934
pista	     5.884	     5.040	     5.304
pistola	     2.073	     6.676	     3.250
pitón	     2.450	     6.347	     3.454
pizarra	     5.238	     4.435	     5.176
pizza	     7.558	     5.518	     5.784
placer	     8.086	     6.385	     5.970
placidez	     7.181	     5.963	     5.626
plan	     6.261	     5.117	     5.423
plancha	     4.739	     4.395	     5.095
plano	     4.679	     4.382	     5.026
planta	     5.956	     4.824	     5.422
plástico	     4.606	     4.460	     5.086
plato	     5.251	     4.286	     5.288
playa	     7.768	     6.217	     5.799
pleito	     2.929	     6.414	     3.658
pluma	     5.042	     4.939	     4.884
plumero	     4.452	     4.351	     5.063
pobre	     2.612	     4.838	     3.840
pobreza	     1.692	     5.531	     3.194
poder	     5.057	     5.694	     4.961
poderío	     4.995	     5.433	     4.970
poderoso	     4.846	     5.551	     5.013
podrido	     1.949	     5.318	     4.258
poesía	     7.328	     5.484	     5.323
poetisa	     6.323	     5.191	     5.127
policía	     3.609	     6.007	     4.303
polilla	     2.697	     5.201	     4.281
polo	     5.883	     5.186	     5.379
pompa	     6.708	     5.639	     5.379
ponzoña	     2.596	     5.969	     3.527
porción	     5.394	     4.909	     5.247
pornografía	     4.520	     4.747	     4.854
porquería	     1.924	     5.554	     4.129
portería	     5.349	     4.414	     5.212
portero	     5.455	     5.243	     5.031
pórtico	     5.134	     4.297	     5.250
posadera	     5.177	     4.316	     5.341
posición	     4.995	     4.596	     5.100
póster	     5.293	     4.436	     5.195
pozo	     2.468	     6.392	     3.227
pradera	     7.319	     5.280	     5.629
precipicio	     2.948	     6.762	     3.264
predominante	     4.393	     5.161	     4.735
pregón	     5.787	     4.758	     5.218
prenda	     5.348	     4.438	     5.199
prensa	     4.268	     4.515	     4.778
preocupación	     1.924	     5.952	     3.093
presa	     2.609	     5.938	     3.678
presentador	     6.024	     5.653	     5.338
presentadora	     6.208	     5.152	     5.490
presente	     6.020	     5.533	     4.916
preservativo	     5.987	     5.269	     4.894
presidente	     2.193	     6.123	     4.105
presión	     2.426	     6.051	     3.658
preso	     2.431	     6.244	     3.480
prestigio	     6.238	     5.329	     5.403
prima	     6.637	     5.100	     5.436
primavera	     7.379	     5.399	     5.781
primo	     7.246	     5.498	     5.644
princesa	     5.515	     5.093	     5.160
príncipe	     5.797	     5.256	     5.240
prioridad	     5.079	     5.281	     4.821
prisión	     1.901	     6.287	     3.106
prisionero	     2.330	     6.072	     3.439
privacidad	     6.079	     5.489	     5.113
privación	     2.171	     6.050	     3.513
privilegio	     6.412	     5.571	     5.287
probabilidad	     4.343	     4.908	     4.745
problema	     2.144	     6.105	     3.237
proceso	     4.862	     4.449	     5.043
prodigio	     7.269	     5.811	     5.608
profesor	     5.579	     5.198	     5.184
profesora	     5.657	     5.396	     5.023
programa	     5.659	     5.404	     5.081
progreso	     7.225	     6.129	     5.528
prohibición	     2.326	     5.801	     3.823
promoción	     6.432	     4.915	     5.437
propietario	     5.405	     5.261	     4.896
proporción	     5.007	     4.425	     5.071
propuesta	     6.147	     5.647	     5.068
prosperidad	     7.093	     6.107	     5.446
prostituta	     2.663	     4.683	     3.847
protegido	     6.513	     5.352	     5.346
prótesis	     2.923	     5.753	     3.641
provocación	     3.976	     5.684	     4.550
proxeneta	     2.243	     6.127	     4.028
psicóloga	     6.944	     5.117	     5.793
psiquiatra	     5.384	     5.281	     4.768
publicación	     6.146	     5.334	     5.277
publicidad	     4.138	     4.833	     4.832
publicista	     4.977	     4.543	     5.026
pueblo	     6.511	     5.081	     5.252
puente	     5.698	     5.281	     5.036
puerta	     4.714	     4.415	     5.041
puerto	     6.291	     5.039	     5.526
pulga	     2.697	     5.201	     4.281
pulpo	     5.189	     4.750	     5.144
pulsera	     5.829	     4.842	     5.337
puntapié	     3.404	     5.631	     4.339
puñal	     2.084	     6.702	     3.293
puño	     2.343	     6.717	     3.728
pupila	     5.183	     5.052	     5.078
pureza	     7.006	     5.118	     5.779
purgatorio	     2.198	     6.021	     3.396
pus	     2.109	     5.370	     4.099
puta	     2.266	     5.639	     3.866
putrefacto	     2.078	     5.377	     4.214
puzle	     6.665	     5.193	     5.723
queja	     3.067	     5.701	     4.223
quemadura	     2.591	     5.976	     3.613
querida	     6.824	     5.886	     5.189
querido	     7.239	     5.991	     5.315
queroseno	     3.530	     5.548	     4.036
quiebra	     1.880	     6.195	     3.128
quietud	     4.837	     4.868	     4.940
quimera	     4.109	     5.263	     4.633
quiosco	     5.362	     4.455	     5.172
rabia	     2.063	     6.599	     3.936
radiador	     5.128	     4.301	     5.264
radiante	     7.231	     5.377	     5.652
radio	     6.368	     4.943	     5.438
ramo	     6.717	     4.798	     5.340
rana	     5.789	     5.330	     5.368
rancio	     2.672	     5.391	     4.309
rápido	     5.596	     5.380	     4.764
rapto	     1.849	     6.600	     3.362
rareza	     4.688	     5.403	     4.471
raro	     4.465	     5.107	     4.440
rascacielos	     5.624	     5.384	     4.812
rastro	     4.588	     5.136	     4.719
rata	     2.902	     5.499	     3.944
ratón	     3.805	     4.998	     4.454
realeza	     3.243	     5.376	     4.562
realidad	     5.402	     6.026	     4.776
realismo	     5.153	     5.698	     4.844
rebelde	     3.229	     6.013	     4.167
rebelión	     3.918	     6.374	     4.255
recado	     4.788	     4.362	     5.145
rechazado	     1.974	     5.883	     3.286
rechazo	     1.668	     6.677	     2.818
recogedor	     4.681	     4.361	     5.158
recompensa	     6.998	     5.664	     5.574
reconocido	     5.874	     5.280	     5.115
recorte	     2.128	     6.253	     3.841
recreo	     7.996	     5.764	     6.101
rectángulo	     4.616	     4.347	     5.114
recuerdo	     7.210	     5.836	     5.441
recuerdos	     7.086	     5.873	     5.311
recurso	     6.021	     5.172	     5.049
refinería	     3.652	     4.580	     4.583
reflejo	     5.221	     4.687	     5.109
reflexión	     5.958	     5.343	     4.965
refrigerio	     6.293	     4.724	     5.358
refugiada	     3.069	     5.204	     3.737
refugiado	     2.080	     5.578	     3.461
regalo	     7.957	     6.116	     5.813
régimen	     2.631	     5.680	     3.898
regresión	     3.739	     4.803	     4.504
rehén	     1.894	     6.416	     3.051
reina	     5.412	     5.449	     4.979
relajado	     7.292	     5.264	     5.726
relámpago	     3.509	     5.997	     3.729
relato	     6.034	     5.119	     4.884
reloj	     4.760	     4.919	     4.824
reno	     6.110	     5.331	     5.056
repisa	     4.558	     4.472	     5.111
réplica	     4.661	     4.695	     4.999
reportera	     6.475	     5.297	     5.300
represión	     1.930	     6.452	     3.739
reptil	     3.470	     5.429	     4.082
repugnante	     1.947	     5.529	     4.104
repulsión	     2.419	     5.403	     3.867
reputación	     5.173	     5.327	     4.870
resaca	     2.659	     5.192	     4.313
rescate	     6.339	     5.730	     5.005
resentirse	     2.295	     5.442	     3.628
reservado	     4.621	     4.299	     5.071
respeto	     6.923	     5.489	     5.760
respetuoso	     6.765	     5.192	     5.907
respuesta	     5.277	     5.198	     5.052
restaurante	     6.406	     4.601	     5.503
retórica	     5.636	     5.262	     5.217
retrasado	     2.951	     4.425	     3.979
retrato	     5.756	     5.121	     5.095
retrete	     3.063	     4.809	     4.535
reunión	     5.172	     5.154	     4.848
revelación	     5.903	     5.533	     4.953
reverendo	     3.744	     4.871	     4.696
reverente	     5.732	     4.811	     5.197
revés	     4.744	     4.366	     5.106
revivir	     7.278	     6.179	     5.321
revolución	     4.906	     6.006	     4.883
revólver	     1.946	     6.663	     3.188
revuelta	     3.363	     5.881	     4.114
rey	     2.706	     5.561	     4.294
riego	     5.428	     4.506	     5.266
riesgo	     5.009	     6.041	     4.248
rifle	     2.296	     6.603	     3.202
rígido	     4.207	     4.670	     4.839
rinoceronte	     4.731	     5.443	     4.571
riña	     2.078	     6.349	     3.362
río	     5.953	     5.168	     5.271
riqueza	     6.136	     5.509	     5.193
risa	     8.034	     6.246	     6.012
rivalidad	     2.941	     6.303	     4.080
roca	     4.749	     4.462	     5.067
rojo	     5.852	     5.699	     5.233
romanticismo	     7.483	     5.969	     5.493
romántico	     7.642	     6.263	     5.551
rompecabezas	     5.687	     5.444	     5.019
roña	     1.962	     5.464	     4.163
ropa	     6.699	     4.664	     5.692
rotación	     5.088	     4.700	     5.108
roto	     2.309	     5.753	     3.507
rotulador	     5.353	     4.397	     5.396
rotura	     1.981	     5.914	     3.313
rubio	     5.496	     4.474	     5.326
rugido	     3.018	     6.392	     3.714
ruido	     3.833	     5.620	     4.517
ruidoso	     3.284	     5.746	     4.364
ruiseñor	     6.797	     5.011	     5.816
ruptura	     1.885	     5.529	     3.196
sabio	     7.169	     5.767	     5.736
sabor	     6.354	     5.417	     5.194
sacapuntas	     4.863	     4.399	     5.136
sacerdote	     3.506	     4.993	     4.572
saciedad	     5.531	     5.324	     5.053
saco	     4.458	     4.511	     5.037
sacrificio	     2.528	     5.958	     3.618
sádico	     2.124	     6.643	     3.393
salamandra	     4.214	     5.128	     4.494
saltamontes	     3.865	     4.816	     4.617
salto	     6.177	     5.705	     5.076
salud	     7.635	     6.488	     5.641
saludar	     7.265	     5.700	     5.751
saludo	     6.969	     5.316	     5.797
salvador	     6.981	     5.266	     5.668
sangriento	     2.071	     6.164	     3.375
sanguijuela	     2.387	     5.351	     3.913
sanidad	     5.329	     5.456	     4.933
santo	     5.372	     4.494	     5.141
sapo	     3.015	     5.072	     4.234
sarampión	     2.408	     5.677	     3.604
sastre	     5.787	     4.583	     5.222
satisfecho	     7.538	     5.503	     5.828
secador	     5.121	     4.419	     5.238
sección	     4.751	     4.381	     5.038
secretaria	     5.067	     4.972	     4.898
secretario	     4.918	     4.378	     5.106
secuestrador	     1.845	     6.751	     3.069
secuestro	     1.770	     6.784	     3.113
seda	     6.574	     4.674	     5.529
seguridad	     6.743	     5.609	     5.272
seguro	     6.948	     5.321	     5.687
semáforo	     4.636	     4.433	     5.063
senadora	     3.614	     5.199	     4.657
seno	     5.265	     4.354	     5.313
sensualidad	     7.062	     5.853	     5.673
sentimiento	     7.005	     5.935	     5.248
señal	     5.242	     5.339	     4.928
sepia	     4.741	     4.541	     4.923
sepulturero	     3.033	     4.685	     3.904
sequía	     2.403	     5.747	     3.387
seriedad	     4.022	     4.531	     4.747
serio	     3.309	     4.768	     4.381
serpiente	     2.892	     5.924	     3.617
servilleta	     5.051	     4.278	     5.195
severidad	     2.501	     6.166	     3.778
sexo	     7.813	     6.205	     5.797
sexy	     7.558	     5.518	     5.784
sierra	     4.273	     5.553	     4.182
significado	     5.159	     5.077	     5.100
signo	     4.749	     4.376	     5.118
silbato	     5.121	     4.438	     4.922
silla	     5.223	     4.330	     5.334
símbolo	     5.003	     4.820	     5.033
simetría	     6.003	     5.318	     5.303
simpático	     7.886	     5.728	     5.979
siniestro	     2.084	     6.510	     3.438
sirena	     5.423	     4.976	     5.170
situación	     4.832	     5.255	     4.852
snob	     3.537	     4.690	     4.646
sobrecogido	     3.321	     5.348	     3.773
sobresaltado	     3.325	     6.378	     3.577
sociable	     7.319	     6.001	     5.678
sociedad	     4.401	     5.326	     4.903
socorro	     2.308	     6.718	     3.127
sofá	     6.988	     5.004	     5.675
soga	     2.021	     6.159	     3.204
sol	     8.078	     6.299	     5.954
solar	     6.168	     5.163	     5.308
soldado	     3.265	     5.493	     3.871
soleado	     7.240	     5.914	     5.690
soledad	     1.912	     5.133	     3.257
solemne	     5.515	     4.520	     5.068
solitario	     2.234	     4.777	     3.580
solo	     2.658	     5.065	     3.643
soltero	     5.278	     4.459	     5.191
solución	     7.473	     6.256	     5.652
sombra	     3.969	     5.155	     4.072
sombrero	     5.237	     4.330	     5.326
sombrilla	     6.740	     4.634	     5.616
sonajero	     6.739	     4.919	     5.808
soplete	     4.121	     5.429	     4.181
soplo	     3.748	     4.733	     4.519
sorprendido	     6.483	     5.158	     5.527
soso	     3.332	     4.647	     4.444
sospechoso	     3.001	     6.479	     3.448
spray	     4.579	     4.335	     5.181
suave	     6.525	     4.715	     5.502
suavidad	     7.253	     5.840	     5.618
subida	     5.598	     5.282	     4.934
submarinista	     5.738	     5.063	     5.295
suburbio	     2.494	     5.574	     3.528
suceso	     5.194	     4.956	     4.727
suciedad	     1.976	     5.336	     4.255
sucio	     2.003	     5.342	     4.267
sudor	     2.711	     5.066	     4.413
suegra	     5.991	     5.239	     4.969
sueño	     6.469	     5.271	     5.237
suicidio	     1.597	     5.961	     2.881
sujetador	     5.572	     4.412	     5.301
superdotado	     5.817	     5.128	     5.192
superioridad	     2.213	     6.109	     4.064
supermercado	     5.510	     4.475	     5.244
suplicio	     2.341	     5.747	     3.772
sustento	     6.016	     4.931	     5.158
tabaco	     2.171	     5.867	     3.706
tábano	     2.583	     6.049	     3.524
tabla	     4.742	     4.386	     5.154
tablero	     4.847	     4.358	     5.149
tablón	     4.788	     4.406	     5.126
taburete	     5.301	     4.362	     5.283
taladro	     3.486	     5.938	     4.106
talento	     7.338	     5.976	     5.653
talla	     4.248	     4.926	     4.772
talle	     4.843	     4.367	     5.147
talón	     4.714	     4.360	     5.129
tamaño	     4.952	     4.948	     5.028
tambor	     6.376	     5.850	     5.308
tanatorio	     1.752	     5.148	     3.279
tanga	     5.548	     4.963	     5.325
tanque	     1.994	     6.581	     3.414
tarántula	     2.268	     6.307	     3.449
tarta	     7.334	     5.271	     5.792
tatuaje	     6.017	     5.404	     4.964
taxi	     4.866	     4.389	     5.123
taza	     5.526	     4.407	     5.206
teja	     4.806	     4.387	     5.138
tela	     5.193	     4.353	     5.293
teléfono	     5.874	     5.460	     5.057
telescopio	     5.686	     4.628	     5.293
televisión	     5.709	     5.659	     5.022
temeroso	     3.080	     6.366	     3.557
temor	     1.990	     6.648	     2.959
temperamental	     3.820	     5.588	     4.462
tenedor	     4.867	     4.390	     5.105
tenis	     6.141	     5.364	     5.393
tensión	     2.551	     6.189	     3.637
tenso	     2.711	     6.457	     3.646
tentación	     5.734	     5.769	     4.857
tenue	     4.165	     4.646	     4.565
teoría	     5.187	     4.456	     5.140
termita	     3.330	     5.054	     4.428
termómetro	     4.579	     4.487	     5.061
terrible	     2.252	     6.487	     3.395
terrorista	     1.618	     6.912	     3.050
tesoro	     7.334	     5.753	     5.666
testamento	     2.511	     5.366	     3.628
tiburón	     3.186	     6.649	     3.447
tiempo	     5.482	     5.253	     4.726
tienda	     5.511	     4.578	     5.327
tierno	     7.303	     5.469	     5.664
tierra	     5.806	     5.214	     5.259
tieso	     3.998	     4.978	     4.649
tigre	     5.264	     5.788	     4.387
tijeras	     4.563	     4.549	     5.033
tímido	     3.635	     4.848	     4.198
tinta	     4.871	     4.359	     5.198
tío	     6.279	     5.158	     5.378
tirano	     2.183	     6.441	     3.768
tirita	     3.636	     4.612	     4.528
titular	     6.253	     5.030	     5.499
toalla	     5.230	     4.321	     5.348
tobillo	     4.764	     4.348	     5.155
tobogán	     7.324	     6.111	     5.575
tolerancia	     7.207	     5.737	     5.603
tolerante	     6.924	     5.214	     5.867
tomate	     5.348	     4.412	     5.259
tonada	     5.424	     4.914	     5.012
tontería	     5.035	     4.697	     5.030
tonto	     3.260	     4.309	     4.410
topo	     4.800	     4.841	     4.826
torero	     2.398	     5.607	     4.212
tormenta	     3.364	     5.368	     3.734
tornado	     2.134	     6.726	     2.970
tornillo	     4.793	     4.417	     5.176
toro	     3.478	     5.365	     3.978
torpe	     3.529	     4.772	     4.534
torre	     4.754	     4.365	     5.159
tortuga	     5.902	     4.939	     5.203
tortura	     1.494	     7.065	     2.887
torturador	     1.514	     7.063	     2.942
tóxico	     2.327	     6.197	     3.414
tractor	     5.182	     4.421	     5.153
traficante	     2.158	     6.457	     3.586
tragedia	     1.587	     6.347	     2.853
traicionar	     1.943	     6.537	     3.880
traidor	     1.995	     6.304	     3.971
traje	     6.087	     5.121	     5.286
trámite	     4.001	     5.289	     4.603
trampa	     2.179	     6.516	     3.412
trampolín	     5.907	     5.374	     4.913
trance	     2.982	     6.242	     3.446
tranquilo	     6.583	     5.036	     5.747
tránsito	     3.659	     5.228	     4.574
tranvía	     5.196	     5.044	     4.981
trapecista	     5.802	     5.503	     4.889
trascendencia	     5.134	     5.190	     4.817
trato	     5.939	     5.423	     5.274
trauma	     1.658	     6.233	     2.862
travesía	     5.954	     5.063	     5.236
travesura	     6.061	     5.707	     5.308
trecho	     4.584	     4.397	     5.099
tregua	     6.272	     5.514	     5.171
triángulo	     4.863	     4.399	     5.136
tripa	     3.896	     4.842	     4.646
trípode	     5.151	     4.297	     5.261
triste	     2.025	     4.951	     3.443
triunfante	     7.505	     6.091	     5.723
triunfo	     7.849	     6.338	     5.796
trofeo	     7.675	     6.529	     5.710
trompeta	     6.158	     5.101	     5.487
trozo	     4.359	     4.516	     4.838
trucha	     4.901	     4.431	     5.142
tuberculosis	     2.064	     5.871	     3.360
tucán	     6.667	     5.004	     5.501
tuerca	     4.779	     4.388	     5.184
tumba	     1.774	     5.631	     3.087
tumor	     1.624	     6.739	     2.853
túnel	     3.731	     5.583	     3.883
turbio	     3.044	     5.274	     3.911
turno	     4.911	     4.561	     5.012
úlcera	     2.420	     5.602	     3.603
unidad	     5.217	     4.834	     5.059
uniforme	     3.778	     4.851	     4.681
urraca	     4.702	     4.571	     4.907
utensilio	     4.786	     4.442	     5.063
útero	     4.885	     4.927	     4.926
útil	     7.148	     5.874	     5.688
utopía	     6.438	     5.357	     5.164
vaca	     5.765	     5.191	     5.238
vacación	     7.698	     5.524	     5.874
vacilar	     3.675	     5.513	     4.589
vagina	     5.604	     5.015	     5.358
vagón	     4.712	     4.524	     4.981
vale	     5.366	     4.374	     5.174
valiente	     7.364	     6.258	     5.602
valle	     6.727	     4.886	     5.608
vampiro	     3.781	     5.331	     4.299
vándalo	     2.083	     6.598	     3.381
vanidad	     3.645	     4.978	     4.712
váter	     3.305	     4.797	     4.529
vehículo	     5.507	     5.195	     5.139
vela	     5.424	     5.068	     4.826
velero	     6.951	     5.557	     5.331
velo	     3.585	     5.927	     4.021
veloz	     5.907	     5.384	     5.311
vencedor	     6.939	     6.027	     5.650
vencedora	     7.223	     6.026	     5.467
vencido	     2.064	     5.742	     3.521
venda	     2.984	     5.890	     3.485
vendedor	     5.005	     4.599	     5.054
veneno	     2.053	     6.514	     3.301
veneración	     3.971	     4.783	     4.769
venganza	     2.396	     6.621	     3.775
ventaja	     7.099	     5.744	     5.641
ventana	     5.911	     4.912	     4.839
ventanilla	     5.775	     5.102	     4.971
verbena	     6.845	     5.311	     5.716
verdad	     7.317	     6.142	     5.310
verdadero	     6.938	     5.767	     5.364
verde	     6.916	     4.904	     5.785
verdugo	     2.292	     6.139	     3.611
vergonzoso	     2.717	     5.893	     3.402
verruga	     2.262	     5.453	     4.006
versión	     4.647	     4.378	     5.133
verso	     6.071	     4.942	     5.167
vertedero	     2.095	     5.219	     4.222
vértigo	     3.150	     6.584	     3.368
vestíbulo	     4.968	     4.422	     5.049
vestido	     6.712	     4.793	     5.561
veterano	     5.218	     5.149	     5.022
veterinaria	     6.188	     5.168	     4.960
veterinario	     6.414	     4.966	     5.404
viajes	     7.993	     6.520	     5.913
víbora	     2.365	     6.217	     3.417
vicio	     3.252	     6.384	     3.789
víctima	     1.960	     5.522	     3.458
victimismo	     2.307	     5.701	     4.044
victoria	     7.843	     6.378	     5.928
vida	     7.527	     6.068	     5.598
vídeo	     5.754	     4.813	     5.358
vidrio	     4.866	     4.428	     5.033
vigía	     4.246	     4.907	     4.692
vigilante	     4.441	     4.924	     4.853
vigoroso	     5.697	     5.401	     5.131
vino	     6.062	     5.244	     5.349
violación	     1.531	     7.074	     2.961
violencia	     1.856	     6.692	     3.417
violento	     1.616	     6.932	     3.104
violín	     7.124	     5.329	     5.199
virgen	     4.879	     4.367	     5.097
virtud	     7.238	     5.352	     5.652
viruela	     2.129	     6.290	     3.308
visión	     6.914	     5.539	     5.571
vistazo	     4.761	     4.671	     4.993
vitalidad	     7.835	     5.422	     6.054
viuda	     2.219	     4.717	     3.572
vívido	     6.028	     5.148	     5.217
vivir	     7.653	     6.380	     5.524
vivo	     7.852	     6.482	     5.702
volcán	     2.656	     6.739	     3.215
volumen	     5.022	     4.665	     5.161
voluntad	     6.999	     5.638	     5.811
voluptuosidad	     5.609	     5.587	     4.997
vómito	     2.023	     5.440	     4.157
yate	     6.919	     5.508	     5.562
zafiro	     6.322	     5.249	     5.484
zapato	     5.478	     4.558	     5.406
zorro	     5.092	     5.577	     4.494
zurra	     2.889	     6.201	     3.914
